176.1122 169.0049 168.0515 171.2417 172.2159
161.9814 175.0729 175.2579 164.1861 165.145
167.8954 171.7937 167.4975 176.7501 173.3194
166.0417 161.467 160.4143 175.2475 170.4303
168.5203 174.0911 173.2675 180.4453 162.8158
166.6233 169.684 169.3067 165.6061 171.0969
174.654 167.8332 158.9927 174.6782 172.2405
173.1019 168.5649 164.0395 171.6967 167.2961
169.4451 167.4568 177.0796 173.9453 176.1303
173.8607 169.617 178.5586 163.2601 166.6158
177.0783 169.2139 162.0941 174.8266 164.6601
161.7458 164.5728 163.6865 174.1742 168.2678
179.4467 171.6702 166.4307 165.7751 174.1232
159.4673 173.6127 175.832 169.1537 159.434
170.317 170.3942 166.9852 177.6217 166.552
167.9486 164.7488 175.6311 175.8631 169.9074
172.5221 170.573 164.2262 158.0152 179.7776
172.6381 170.2438 163.5602 167.4666 169.9792
171.7639 167.8947 170.1229 159.4567 170.3864
176.2637 172.7127 177.996 177.6836 169.9018
170.2545 169.6543 168.5762 179.3135 165.2492
155.5449 164.671 159.5224 171.2585 169.5805
162.3813 161.6133 169.7543 175.1156 166.1577
181.3794 171.1432 170.754 172.872 158.4317
157.8234 171.7412 173.2724 168.3577 166.7424
170.8973 159.2769 158.697 181.7408 166.5985
170.265 177.3805 165.4175 168.0106 171.6999
164.3927 175.8108 159.6476 167.2782 176.3422
174.3605 166.0756 161.1287 179.171 174.0784
165.0741 173.8827 161.5675 171.9683 171.9055
162.5214 160.0392 181.4507 172.2339 172.7961
179.8367 171.6381 173.573 166.1502 168.5564
170.0895 171.2006 170.1309 170.2482 167.9068
156.6295 177.2754 181.8347 163.2029 169.9019
172.8866 168.9021 163.2556 172.5456 171.1603
170.5293 171.1014 172.8404 166.6875 168.2719
174.8559 187.7432 168.2626 156.3078 168.6776
167.7714 170.2178 170.9042 170.8023 168.3983
162.6253 152.7868 169.2591 166.2962 170.4362
167.7984 177.2434 174.2045 168.8443 174.2502
168.5773 166.5508 169.5639 167.4955 172.2307
164.2103 172.4761 172.0452 167.6746 165.4628
171.7726 162.1426 169.4401 165.9868 176.9879
179.4616 172.9489 166.9258 170.2636 157.4239
175.452 165.4648 169.7384 174.2987 169.5465
161.283 160.5316 180.0747 166.5179 174.0814
173.0129 175.4219 169.0486 166.7175 165.7434
174.9052 164.5393 162.7191 173.1616 165.9708
164.3261 164.9872 169.8404 168.2914 176.5071
170.1241 162.8468 167.2271 160.5962 161.7707
165.0882 179.092 163.3735 175.6465 169.5527
166.1822 183.6856 174.6145 167.4745 181.6167
176.7323 168.314 162.3795 171.4011 155.8603
171.4136 177.8156 154.3926 165.6792 167.9588
157.9911 164.2325 179.588 164.851 180.0924
168.2707 160.9872 165.6698 174.4109 162.4748
165.5109 172.7289 168.5406 171.7793 170.2832
172.3749 172.992 162.9938 169.9647 173.3422
166.6573 168.8083 164.5703 167.4265 165.0838
175.6298 177.6835 167.81 172.317 168.5474
163.5405 170.9326 169.1362 162.9811 168.9686
173.5055 166.3455 173.3211 164.9668 164.7829
168.3131 179.4304 173.8525 164.6309 163.5828
163.6207 159.7243 159.8043 153.5113 185.5383
179.6102 182.1478 161.6804 175.0921 179.022
162.8601 154.2555 163.3711 174.574 174.8331
176.1532 171.1475 165.056 159.3084 174.8543
167.4424 161.5952 168.642 176.7963 173.6339
165.247 179.3418 162.5426 171.3712 164.7721
170.1297 168.3093 161.5809 169.8959 166.7552
169.8874 164.5659 170.3578 160.15 173.3602
168.4404 169.5621 175.1915 175.188 172.335
165.3423 151.033 171.4043 164.2522 171.3781
174.8827 159.0393 161.7013 164.1464 160.0466
183.09 160.6132 163.2503 172.3054 172.5318
160.3262 163.2168 168.7008 167.1956 171.3676
163.126 165.6375 166.6705 163.7974 173.7844
162.4703 177.0289 167.9788 166.1723 162.2459
164.1721 166.8514 167.4484 167.6455 165.1848
177.7662 169.3948 169.1068 164.9019 177.4847
162.3223 173.0151 178.4045 162.6669 163.2763
171.0557 178.6916 170.4304 167.8837 171.8821
165.5869 169.8512 174.9088 170.223 169.5264
165.2473 168.2093 158.3422 161.4435 174.7781
171.2216 172.349 162.7438 164.6792 175.452
171.4694 172.2969 175.5442 168.9377 175.1402
168.1012 164.4099 166.0908 170.5213 178.2805
164.7576 170.3506 167.3259 181.092 172.1594
164.0087 163.9199 165.3485 170.6457 167.9349
164.4959 161.0547 172.9436 168.591 163.8631
172.9068 169.2134 168.1833 179.7948 172.49
174.213 165.6806 172.0253 171.2054 169.298
166.1906 175.3845 172.9198 172.5925 169.94
179.1443 174.3672 168.229 162.9434 174.8894
166.7003 177.1713 177.7923 166.7201 164.2954
174.2579 169.3365 174.1029 171.8018 180.1867
171.2213 171.8201 156.4962 177.8601 173.5189
163.6809 171.4656 175.8469 173.2151 176.8174
171.9841 169.9457 176.131 162.9888 168.1714
171.4619 183.6023 176.8913 166.4446 167.0176
170.8347 172.92 172.0407 169.4216 163.3176
178.3324 167.262 175.6035 180.9556 166.1382
154.2729 167.5774 177.314 170.5564 171.5262
164.2049 164.6176 168.4015 159.1521 171.6893
174.8917 176.1407 175.7248 157.9388 174.2656
173.7107 178.5884 172.8324 163.2447 175.0707
166.174 168.9751 164.2447 170.62 170.045
173.9213 163.2765 182.056 172.4401 165.0075
166.9904 167.5137 158.2848 166.9833 164.9435
166.871 166.8971 161.904 166.8976 178.0407
168.1654 170.8592 174.3103 167.2853 168.7474
